timestamp,device_id,device_type,slice_type,active_sensors,data_rate_mbps,latency_ms,qos_class,edge_enabled,auth_method,encryption_level,network_isolation,radio_resource_usage,core_network_load,upf_load,slice_hopping_detected,unauthorized_edge_access,abnormal_traffic_pattern,qos_violation,is_anomaly
2024-12-20 07:27:14.811021,58afc899-a8e2-4c4a-8087-43d1b68a2677,surveillance_camera,eMBB,"video,audio,motion",358.16539945320994,11.15169192774318,standard,True,sim_based,AES_128,dedicated_slice,56.3003510051245,53.14254351828023,35.58271841557148,False,False,False,False,False
2024-12-20 07:28:01.811021,3e4a9404-32f1-4d66-bbe8-b5dda015050f,medical_device,URLLC,"location,activity,vitals",32.282013676604,1.5177702191220979,mission_critical,False,certificates,AES_256,no_isolation,54.77616022554805,38.658246005850096,64.91631128741798,False,False,False,False,False
2024-12-20 07:28:16.811021,50d66a7c-4dbd-42d1-9eb3-09f9ac3251c9,industrial_sensor,URLLC,"humidity,pressure,vibration,temperature",110.76949507130647,3.621958530985768,mission_critical,True,certificates,AES_256,dedicated_slice,68.65562107726086,47.75751252917544,62.16633072599325,False,False,False,False,False
2024-12-20 07:29:01.811021,94099552-b9e0-4860-996f-ee955b050303,autonomous_vehicle,URLLC,lidar,818.9300736593881,2.2124975047706537,mission_critical,False,token_based,AES_256,no_isolation,59.92427843299305,24.84319010321409,47.350374135967485,False,False,False,False,False
2024-12-20 07:29:28.811021,be290f67-47a7-4e6d-92cd-7eeecb36cfa0,smart_meter,mMTC,power,4.472514591905307,50.95493354234038,standard,False,certificates,AES_256,dedicated_slice,62.68463731072478,20.079419945148725,60.89934069015247,False,False,False,False,False
2024-12-20 07:30:08.811021,a0aadf7e-b9ba-480a-ae99-6b25cb4c8abd,medical_device,URLLC,"vitals,activity",15.760891430942262,2.207532230731434,mission_critical,False,certificates,none,shared_slice,43.98822395203702,50.84693649350575,57.189246895134815,False,False,False,False,False
2024-12-20 07:30:17.811021,82588c74-58a7-4cd8-8750-66b094b62824,medical_device,URLLC,location,21.43858948434984,1.0002684332558727,mission_critical,True,certificates,AES_128,dedicated_slice,32.15761137613235,55.571188557124444,61.5372006605863,False,False,False,False,False
2024-12-20 07:30:20.811021,e0676382-87f0-4c77-b10c-6bee24db97c2,smart_meter,mMTC,frequency,2.8796438217818703,80.53970140248265,standard,False,sim_based,AES_256,no_isolation,55.38397780357961,55.69755236520521,37.478991883556276,False,False,False,False,False
2024-12-20 07:31:06.811021,74d41696-8224-45d9-b78d-1fa035a7d9eb,medical_device,URLLC,"vitals,location",31.772492290356013,1.8571648458778673,mission_critical,True,certificates,AES_128,dedicated_slice,31.50988695152368,59.45954900518466,54.557609774534036,False,False,False,False,False
2024-12-20 07:31:33.811021,da297a50-f9df-4741-9d77-d7ba4ff2bdcc,autonomous_vehicle,URLLC,"camera,gps,lidar,radar",2017.5002967940777,6.168525817034604,mission_critical,True,token_based,none,no_isolation,85.65082725848713,92.3313274287837,97.83408951769245,True,False,False,False,True
2024-12-20 07:32:17.811021,765d04f5-64e3-4e53-b5ee-ada1ca75166d,autonomous_vehicle,URLLC,lidar,1040.2513964806521,2.860250689838977,mission_critical,True,sim_based,none,shared_slice,30.29871896834853,44.70329580274495,59.48315231097474,False,False,False,False,False
2024-12-20 07:32:52.811021,0e006315-3ba9-4fe5-b261-5cca682da033,surveillance_camera,eMBB,"motion,audio",317.41028446995085,16.564762202768804,standard,True,certificates,AES_128,no_isolation,61.60935269465337,36.47563294537399,27.757924011466194,False,False,False,False,False
2024-12-20 07:33:35.811021,c6fa472f-693d-4416-9c43-d29b9fba0428,surveillance_camera,eMBB,"motion,audio,video",227.94654991404693,10.334251423496058,standard,True,token_based,none,no_isolation,32.74694549008336,56.075605045427906,49.76105122335028,False,False,False,False,False
2024-12-20 07:33:52.811021,3a6ba22a-3bdc-46b6-817c-ace3f16a29dc,autonomous_vehicle,URLLC,lidar,899.8588807078829,1.4271385992587307,mission_critical,False,token_based,AES_128,dedicated_slice,48.046521034930905,41.6908422625987,28.224537993137847,False,False,False,False,False
2024-12-20 07:34:41.811021,c7cbd3a4-7e05-4be9-9594-db05c32082de,surveillance_camera,eMBB,"video,motion",894.1961805822002,47.86650678585251,standard,True,certificates,AES_128,no_isolation,94.4340197792659,92.92404039751086,93.684970403396,False,False,False,False,True
2024-12-20 07:35:19.811021,30fe7098-3556-49db-97c7-1e435670573b,autonomous_vehicle,URLLC,"radar,gps",1110.2767553576068,1.9802749413689658,mission_critical,False,sim_based,none,dedicated_slice,45.60971091403576,34.30980792491519,46.86059265492533,False,False,False,False,False
2024-12-20 07:35:52.811021,85b663b0-526c-4449-adcf-9a6fdb43cfd1,surveillance_camera,eMBB,"motion,audio,video",523.3652258336627,37.6992896343852,standard,True,certificates,AES_128,shared_slice,97.11938985293159,84.72344577942515,85.34486483349215,True,False,False,True,True
2024-12-20 07:36:16.811021,09524041-ad51-47ef-a2e2-de6b27806665,medical_device,URLLC,vitals,37.40036431528877,2.4417627726225097,mission_critical,False,token_based,none,dedicated_slice,30.067949865491386,53.592159266956926,29.64723624982001,False,False,False,False,False
2024-12-20 07:36:38.811021,53820646-b5ad-40a8-8d9b-c3d2f245bdec,medical_device,URLLC,"activity,location,vitals",75.83480825546579,6.57371092913427,mission_critical,True,certificates,none,dedicated_slice,90.18105985593155,93.30778936324124,82.39051468428102,False,False,True,True,True
2024-12-20 07:36:49.811021,2827d8cc-e5bd-4ea2-aba0-ed63a3d55b1c,smart_meter,mMTC,"voltage,frequency",4.421111528455878,82.65712336556349,standard,False,sim_based,none,no_isolation,59.001025522739646,53.25613097035533,62.59177384427018,False,False,False,False,False
2024-12-20 07:37:17.811021,94d83d58-54bf-45df-ba32-2dd985781889,industrial_sensor,URLLC,"pressure,humidity",113.81942399018824,3.0161038357512124,mission_critical,False,certificates,AES_128,shared_slice,37.907110655440775,32.37570078511131,26.717261551913065,False,False,False,False,False
2024-12-20 07:37:58.811021,1c8d433a-2e58-411a-a88a-56bac3179f34,industrial_sensor,URLLC,"vibration,temperature,pressure",58.44760523032954,3.445387745808685,mission_critical,False,token_based,none,shared_slice,62.329410077393945,44.0964429859342,51.39527281897534,False,False,False,False,False
2024-12-20 07:38:29.811021,fd367151-05ac-4368-9b06-49a60eecd51a,surveillance_camera,eMBB,"video,audio,motion",394.2491322400806,19.60688175257419,standard,False,certificates,AES_256,shared_slice,67.44333657007753,29.72243473301276,55.46271726065932,False,False,False,False,False
2024-12-20 07:38:57.811021,badecfd6-30e2-4b46-94a2-9c2383f3e223,industrial_sensor,URLLC,"humidity,vibration,pressure",144.49232483782936,1.0600000500830746,mission_critical,True,certificates,AES_128,shared_slice,45.05095743089683,52.943252614165935,33.81151188578913,False,False,False,False,False
2024-12-20 07:39:54.811021,1b81d694-7f13-49fd-ba7f-6660fea17f0a,autonomous_vehicle,URLLC,radar,861.9203194858292,2.48462732460222,mission_critical,False,sim_based,AES_256,no_isolation,61.91273317551794,32.367276307863996,58.50689875899484,False,False,False,False,False
2024-12-20 07:40:47.811021,4a40b675-e5ce-4917-8f93-03c61415d3c5,medical_device,URLLC,activity,39.757017659410664,1.4608957096913187,mission_critical,True,token_based,none,no_isolation,56.289145712208445,28.87143556951547,62.80081001760779,False,False,False,False,False
2024-12-20 07:41:29.811021,4c89596e-d8ac-4b06-b7ae-32e47825043b,surveillance_camera,eMBB,audio,326.02695399454285,15.547007926900402,standard,False,certificates,AES_128,shared_slice,68.2263549123967,26.294921392392226,28.03712127360319,False,False,False,False,False
2024-12-20 07:42:05.811021,fbede38f-7f19-46fc-bcd2-6f62309d715b,smart_meter,mMTC,voltage,4.7269858903237765,65.57413306492194,standard,False,sim_based,AES_256,shared_slice,36.799257292669886,35.850074509812174,52.62175941448888,False,False,False,False,False
2024-12-20 07:42:56.811021,87f1faf4-f3b5-4970-a9ab-546e623eace3,surveillance_camera,eMBB,"audio,motion,video",384.2296008916795,18.808593062622467,standard,False,sim_based,none,dedicated_slice,37.11892810371082,31.701872243029566,39.101969836101745,False,False,False,False,False
2024-12-20 07:43:21.811021,28b95b89-42d2-42c9-969e-d51c823f357e,autonomous_vehicle,URLLC,"gps,radar,lidar",860.0172975037835,2.7209704288398475,mission_critical,True,token_based,AES_256,dedicated_slice,38.720244873958165,47.074654720077866,50.23870005186886,False,False,False,False,False
2024-12-20 07:43:25.811021,31a1533e-0325-4ccc-865c-1d63eca71c08,industrial_sensor,URLLC,"vibration,temperature",52.32776963731526,4.930460961701147,mission_critical,True,token_based,AES_128,no_isolation,48.00431903588003,48.429210899280704,36.85543571065716,False,False,False,False,False
2024-12-20 07:44:05.811021,30712998-02ed-4db4-8cdd-0692bb567de6,industrial_sensor,URLLC,"humidity,vibration,temperature,pressure",129.81258208848323,1.9999053434906982,mission_critical,True,token_based,AES_128,no_isolation,64.61034774143661,25.78982452615999,55.73590063885722,False,False,False,False,False
2024-12-20 07:44:53.811021,eed55796-26df-4776-8a66-7a0c60aa0afc,autonomous_vehicle,URLLC,gps,1048.014978164473,1.1040363759592855,mission_critical,True,certificates,AES_128,no_isolation,60.584388622186864,43.08158978332209,48.809230230348724,False,False,False,False,False
2024-12-20 07:45:36.811021,76b1e398-9d97-4daf-b27d-ff1ce9ba808d,industrial_sensor,URLLC,"pressure,humidity,temperature",146.73906116058703,2.178414540271019,mission_critical,False,certificates,none,dedicated_slice,53.5735426143294,36.50124774815079,36.73092119512911,False,False,False,False,False
2024-12-20 07:45:59.811021,ad34d507-e579-42b7-87f1-01a7f83f2785,industrial_sensor,URLLC,"temperature,pressure,humidity",128.5544746723773,3.9400474974500765,mission_critical,True,certificates,AES_256,dedicated_slice,66.73497670945295,34.612323729884764,36.6619935256528,False,False,False,False,False
2024-12-20 07:46:03.811021,7c960e0d-9294-421f-8310-3464f9853013,autonomous_vehicle,URLLC,"gps,lidar",1162.1017952108275,1.0081594978113002,mission_critical,True,certificates,AES_128,shared_slice,30.038727449400966,38.66402912878752,47.43513031935846,False,False,False,False,False
2024-12-20 07:46:15.811021,3f3e3f95-dbce-41c1-a813-10152e06ea70,medical_device,URLLC,"location,activity",36.42927393332093,2.4595379269847397,mission_critical,False,certificates,AES_256,no_isolation,43.47114830487823,22.289172465012253,46.80854199813855,False,False,False,False,False
2024-12-20 07:47:07.811021,2d6e8dcb-bc49-447c-b403-b0880c541a40,surveillance_camera,eMBB,video,262.20534658872793,14.219386447504231,standard,False,token_based,AES_128,dedicated_slice,55.23260787483851,34.48897895854412,46.92463798060132,False,False,False,False,False
2024-12-20 07:48:05.811021,47cf8e69-a593-41b3-a8e1-12d94d51c637,autonomous_vehicle,URLLC,"lidar,camera",920.8473571416611,2.716666028292918,mission_critical,False,token_based,AES_128,no_isolation,40.89229366708297,45.01045012939883,56.83249025881036,False,False,False,False,False
2024-12-20 07:48:57.811021,d6daa646-5812-4e58-a3b5-0193201d5711,smart_meter,mMTC,"frequency,power",3.89370333333763,72.73258016176433,standard,True,token_based,AES_256,dedicated_slice,30.046834783777644,23.225511896955204,64.14242219911937,False,False,False,False,False
2024-12-20 07:49:00.811021,a4028455-e412-40a6-bc4c-9e5e2345061a,surveillance_camera,eMBB,"audio,motion,video",200.91675958635673,16.893755098032088,standard,True,certificates,none,dedicated_slice,50.93515650363143,21.155967484697275,41.973494811580096,False,False,False,False,False
2024-12-20 07:49:04.811021,0ffa0a8e-da21-4083-83d5-d92630652972,medical_device,URLLC,"activity,vitals,location",27.188420472543488,1.6922517001117048,mission_critical,False,certificates,none,dedicated_slice,54.990718871937084,49.239607528925475,50.53150953423175,False,False,False,False,False
2024-12-20 07:49:06.811021,ede23081-19fa-489b-b088-71350ef96a74,medical_device,URLLC,activity,21.78012378413974,2.8817850899138566,mission_critical,True,sim_based,none,dedicated_slice,44.26275603377152,38.28537525924823,62.61343460368986,False,False,False,False,False
2024-12-20 07:49:12.811021,ab53d85e-a8af-4983-a1b2-844e4e087ef2,industrial_sensor,URLLC,"pressure,vibration,temperature",100.38801202077998,4.02759377959225,mission_critical,False,certificates,AES_256,no_isolation,33.2950415367462,30.757709374599152,46.155822514700546,False,False,False,False,False
2024-12-20 07:50:04.811021,92f9423f-6417-44a1-9a63-a883181787dc,autonomous_vehicle,URLLC,"gps,radar,camera,lidar",869.2475940806054,1.7324518754998268,mission_critical,False,token_based,AES_128,dedicated_slice,56.37992333607496,40.09795618602388,48.925934930749214,False,False,False,False,False
2024-12-20 07:51:00.811021,bcaab2ea-9b71-4470-b36a-ed5fc9898182,autonomous_vehicle,URLLC,lidar,948.2963978068914,1.487746850833183,mission_critical,True,token_based,AES_128,shared_slice,48.94082167028296,31.012868451164156,40.955538113082625,False,False,False,False,False
2024-12-20 07:51:46.811021,ab42c464-4eb3-433e-9658-bf1c8e22c674,surveillance_camera,eMBB,motion,253.22838661765866,19.005292094670597,standard,False,certificates,none,dedicated_slice,39.19281979932436,36.72225391441311,33.22812171665807,False,False,False,False,False
2024-12-20 07:52:00.811021,9519fa68-c673-444b-9324-204243a5fe3b,smart_meter,mMTC,"power,voltage",1.2126551308632787,65.53173167668803,standard,False,token_based,none,dedicated_slice,61.60519088935567,25.68543383020277,48.35126897891156,False,False,False,False,False
2024-12-20 07:52:06.811021,5a6b5206-ae95-4e08-990c-52b16814b4dd,smart_meter,mMTC,voltage,3.846892215532188,97.22473519005729,standard,True,sim_based,AES_128,no_isolation,69.75095435866024,54.759871709922166,35.4753290211772,False,False,False,False,False
2024-12-20 07:52:12.811021,28964ed1-3093-4fcb-8861-05d20f7ff6b8,industrial_sensor,URLLC,"temperature,vibration,pressure",59.04322984123047,1.7286939952597211,mission_critical,False,certificates,AES_128,shared_slice,43.06405913843887,34.36756278470864,52.42868848973134,False,False,False,False,False
2024-12-20 07:52:21.811021,10a1a881-3909-437b-a9a8-725316655c32,medical_device,URLLC,"location,activity,vitals",25.785450318154584,2.849075964728121,mission_critical,True,token_based,none,no_isolation,46.242322671941125,32.89530251760467,58.05936553788885,False,False,False,False,False
2024-12-20 07:52:54.811021,28e645a7-0438-445c-82e9-e42ad844739c,autonomous_vehicle,URLLC,"radar,gps",819.4218682007362,2.8770036729270796,mission_critical,True,sim_based,AES_128,no_isolation,65.64158623775948,45.85193041474234,28.790098722713577,False,False,False,False,False
2024-12-20 07:53:46.811021,8a65bc53-d691-4fa2-ad74-f526a6303e2b,surveillance_camera,eMBB,"audio,motion",435.21696538149126,16.63083524649282,standard,True,token_based,AES_256,dedicated_slice,48.10275381629904,31.08904495415257,51.348155173713195,False,False,False,False,False
2024-12-20 07:54:03.811021,db9a7490-7ea4-4f94-9dbc-0ef50753c355,industrial_sensor,URLLC,"vibration,pressure,temperature,humidity",128.30946930214049,2.7585311273879793,mission_critical,False,sim_based,AES_128,dedicated_slice,68.65315256829606,50.322113229973155,52.25423650383911,False,False,False,False,False
2024-12-20 07:54:27.811021,e6c5a89c-bd70-4571-8dbd-a278b30f4638,surveillance_camera,eMBB,audio,450.27994059585444,17.482005305371185,standard,True,token_based,AES_256,no_isolation,41.303183125683205,30.480876716293075,60.454930553478384,False,False,False,False,False
2024-12-20 07:55:01.811021,a2236940-be62-4c9e-b3a8-710ba66079c6,smart_meter,mMTC,"frequency,power",1.1768739441497065,85.03401985355671,standard,False,certificates,none,shared_slice,31.678215096479857,48.32276891641416,59.645786598453945,False,False,False,False,False
2024-12-20 07:55:03.811021,b47c26c8-f6d7-4a56-bd2d-9ce14e7db52c,surveillance_camera,eMBB,motion,246.2729256465612,13.03138858614171,standard,True,sim_based,none,dedicated_slice,37.10117893863774,32.92998495289442,49.60075963178326,False,False,False,False,False
2024-12-20 07:55:54.811021,110bd959-1a7d-443f-8399-1f5d14acd6d7,surveillance_camera,eMBB,"audio,video",476.41849437966863,12.654238473706034,standard,True,certificates,AES_128,no_isolation,66.12526453884081,56.89510891619119,39.79411086792862,False,False,False,False,False
2024-12-20 07:56:35.811021,c5002071-3c8c-4dd1-b313-2e3836c75994,surveillance_camera,eMBB,"audio,video,motion",471.16429206264985,18.510671847355336,standard,False,token_based,AES_256,dedicated_slice,48.76651402172886,31.764347358297673,40.8073458101498,False,False,False,False,False
2024-12-20 07:57:07.811021,86095e35-6326-4cb9-937b-e33be9d1e753,medical_device,URLLC,"location,activity",22.454598043694617,1.728941367888069,mission_critical,True,certificates,none,dedicated_slice,64.67333434239129,21.238345393487407,61.89029441999477,False,False,False,False,False
2024-12-20 07:58:02.811021,2e5f6c63-6f09-4390-853d-20ba86dde9da,smart_meter,mMTC,"frequency,power",4.161710222129708,79.20287052233434,standard,True,certificates,AES_128,shared_slice,67.78267229711237,32.04838250284865,37.4131590522002,False,False,False,False,False
2024-12-20 07:58:13.811021,89aedf37-7e12-4c54-ae98-fd7ee40e0b00,medical_device,URLLC,activity,36.635534807446646,2.1637420585302674,mission_critical,True,certificates,AES_128,shared_slice,46.83846404737969,40.103923989755074,36.568615653835536,False,False,False,False,False
2024-12-20 07:58:36.811021,cfb8aa68-5b58-412e-b6f4-ba81794accf2,surveillance_camera,eMBB,"audio,video",440.93189265317653,11.356642804635609,standard,False,token_based,AES_128,shared_slice,57.70250518728912,31.730088744658296,47.004448944442,False,False,False,False,False
2024-12-20 07:59:00.811021,2fd7cc74-dddd-462e-aa36-a02300baf0dd,industrial_sensor,URLLC,"humidity,temperature,pressure",82.40392044260783,2.370649494292891,mission_critical,False,sim_based,none,shared_slice,42.86341340301202,26.109690841400294,28.529896982485713,False,False,False,False,False
2024-12-20 07:59:55.811021,9d158a7e-f1c0-4786-90b2-b1ebe63ccb95,surveillance_camera,eMBB,video,457.8474420543027,11.935692120672119,standard,False,sim_based,AES_128,dedicated_slice,47.84679913724528,37.67087284724451,45.04116967000968,False,False,False,False,False
2024-12-20 07:59:59.811021,ec24171f-04ed-45d0-b69c-25b418c69d69,autonomous_vehicle,URLLC,"lidar,radar,camera,gps",1006.2655909457603,1.3184500032174156,mission_critical,True,certificates,AES_128,shared_slice,30.48091579562627,46.574679275560484,40.35502704872812,False,False,False,False,False
2024-12-20 08:00:21.811021,a00d4efc-efe9-45c4-a73c-921e4581a3fc,medical_device,URLLC,"activity,vitals,location",28.2866766209858,2.09409010515383,mission_critical,False,sim_based,none,dedicated_slice,54.073079707113656,25.619865948351578,49.012391313712584,False,False,False,False,False
2024-12-20 08:00:56.811021,675a2e0a-514b-4f3b-b131-96472d904ebd,autonomous_vehicle,URLLC,"gps,lidar,radar,camera",2224.2198945633027,4.506262363246084,mission_critical,False,certificates,AES_256,dedicated_slice,97.22013692997766,96.66407964565252,98.35727244946746,False,False,False,False,True
2024-12-20 08:01:34.811021,d56320cc-d60c-46b8-99f9-3546692a165d,medical_device,URLLC,"vitals,activity",47.44136250308141,2.4712364478831317,mission_critical,True,token_based,AES_128,dedicated_slice,49.05945042479061,38.24742812876865,34.22896535955769,False,False,False,False,False
2024-12-20 08:02:03.811021,41f5bab7-f520-43aa-bc3b-5ea61ce69aa3,smart_meter,mMTC,"frequency,voltage,power",3.6439145013556615,84.09347951359834,standard,True,certificates,none,shared_slice,33.207734610772526,50.470498348943025,64.61297593780793,False,False,False,False,False
2024-12-20 08:02:54.811021,07b897c1-94b7-4828-88be-df98c626c67b,smart_meter,mMTC,"power,voltage",2.2436323305682553,72.41024108035165,standard,False,certificates,none,dedicated_slice,37.62224207847683,49.13226308138048,54.317787534784735,False,False,False,False,False
2024-12-20 08:03:30.811021,4f9411f4-f011-4e87-94b3-3e1e01f896b5,smart_meter,mMTC,frequency,3.5187227543319293,71.32769602415487,standard,True,sim_based,AES_128,no_isolation,59.010129855794744,20.209817373199243,59.1543482764515,False,False,False,False,False
2024-12-20 08:03:57.811021,db8eb80b-5ee8-41b4-8988-b6cbd1ea56e6,autonomous_vehicle,URLLC,camera,1128.8428514723664,2.9714879571803996,mission_critical,True,token_based,none,shared_slice,67.72548014584655,46.09283772834498,31.885971421719216,False,False,False,False,False
2024-12-20 08:04:41.811021,e2ccad1c-ca7a-4f01-ac22-0a21e9e09f31,surveillance_camera,eMBB,"motion,video",422.0823043408152,14.33056208187094,standard,True,sim_based,AES_256,dedicated_slice,66.56071508573898,57.65012200152688,51.21485398422882,False,False,False,False,False
2024-12-20 08:05:28.811021,7f97156a-762c-41ba-b90f-42c869fc3715,medical_device,URLLC,"vitals,activity,location",42.44051479892006,2.5999734933523566,mission_critical,True,certificates,AES_128,no_isolation,33.75735085179883,47.3086342704417,43.52936582492305,False,False,False,False,False
2024-12-20 08:05:31.811021,24c844f3-75db-413c-a320-2b1bcc7c3212,autonomous_vehicle,URLLC,lidar,925.2878826406637,1.0382937761100985,mission_critical,True,sim_based,AES_256,no_isolation,52.58493060951565,37.95845024682045,57.32194942700298,False,False,False,False,False
2024-12-20 08:06:09.811021,34f0006e-070f-4d42-9c22-40021d25095a,medical_device,URLLC,"location,vitals",44.38550647618216,2.1648067207605717,mission_critical,False,sim_based,none,shared_slice,32.990305333017446,56.17084244975694,25.814907881475172,False,False,False,False,False
2024-12-20 08:07:07.811021,cdaa3e1c-fdc1-497a-928e-d7346efdd824,industrial_sensor,URLLC,"vibration,temperature,pressure",78.98276365477744,1.1626162190064595,mission_critical,False,certificates,AES_256,shared_slice,39.9901115160187,36.38857167038367,60.27551479328537,False,False,False,False,False
2024-12-20 08:07:28.811021,b0898958-ab21-40d2-b60e-f0a7c73e3622,smart_meter,mMTC,"voltage,frequency",4.37375660717341,56.84694678438518,standard,False,certificates,AES_128,shared_slice,63.57160279545673,28.135991005574827,39.574908423561794,False,False,False,False,False
2024-12-20 08:07:35.811021,0917e5ac-8a4c-4b22-8e3f-45798b6aef2e,surveillance_camera,eMBB,audio,341.2215261647277,19.86596540301641,standard,False,token_based,AES_256,dedicated_slice,61.65010284522074,55.65813538926544,28.380627836410923,False,False,False,False,False
2024-12-20 08:07:50.811021,236a713a-c59b-4583-9414-0884126cd51f,surveillance_camera,eMBB,"audio,motion,video",732.5549741901287,40.43559631494422,standard,False,certificates,AES_256,dedicated_slice,86.73313698460517,89.72044588271444,86.0153402947773,True,True,False,False,True
2024-12-20 08:08:25.811021,16a65d5c-d772-4a12-af7f-8b3942112fa3,autonomous_vehicle,URLLC,camera,1117.8265481855806,2.6072155572242792,mission_critical,False,sim_based,AES_128,dedicated_slice,35.792097770231166,23.41039733654094,28.834611870378943,False,False,False,False,False
2024-12-20 08:09:12.811021,9b12db7f-75ad-4609-8745-46321326f5b0,surveillance_camera,eMBB,"video,motion",667.5706988844016,41.27384927197323,standard,False,token_based,none,no_isolation,82.02755725121291,94.58153112319916,99.97360161469523,False,True,False,False,True
2024-12-20 08:10:01.811021,724d16c9-a454-43fa-a20d-e60b4786ffe0,smart_meter,mMTC,"power,frequency",3.3944470865153606,55.312346715445216,standard,True,sim_based,AES_256,shared_slice,64.74055243022761,48.801824779450335,44.22568073502543,False,False,False,False,False
2024-12-20 08:10:41.811021,91e3a5f7-ad38-4865-b347-2d53b331c1bd,autonomous_vehicle,URLLC,"gps,radar",871.1146451533008,1.6591031668343716,mission_critical,True,token_based,AES_128,dedicated_slice,49.45797328062281,27.372420072275627,60.54721564345976,False,False,False,False,False
2024-12-20 08:10:50.811021,663e5dd9-9a21-41c6-a94e-f99b91929c59,medical_device,URLLC,"activity,location,vitals",43.5872189494495,2.1737486656043057,mission_critical,False,token_based,AES_256,no_isolation,55.290818781991504,55.033248318244304,55.70425183828806,False,False,False,False,False
2024-12-20 08:11:40.811021,9599c14c-f5c7-4644-9749-c3f19acbe7b0,smart_meter,mMTC,frequency,1.128927411782326,85.85889670342328,standard,False,sim_based,none,no_isolation,46.513997168306474,41.772021988841004,64.42763550609408,False,False,False,False,False
2024-12-20 08:12:16.811021,a22aa307-8407-43b7-8bdb-f4d1e9270431,autonomous_vehicle,URLLC,"camera,gps,radar,lidar",806.6764331493467,1.7593157995814697,mission_critical,True,certificates,none,shared_slice,63.33300029178343,21.93149395636883,26.219399018099793,False,False,False,False,False
2024-12-20 08:12:42.811021,7cee1871-d51f-4629-955a-bc52fe9f895a,medical_device,URLLC,activity,33.26038170509473,2.1660844107423336,mission_critical,False,sim_based,none,no_isolation,34.94159821014177,44.800743232816494,56.24240712943245,False,False,False,False,False
2024-12-20 08:13:17.811021,404e25c3-dbcb-421e-9a2d-54c99f9af137,industrial_sensor,URLLC,"humidity,temperature",124.77668506175488,3.0686020463686274,mission_critical,False,token_based,none,no_isolation,31.404634067379867,27.73497683771547,60.16247421585896,False,False,False,False,False
2024-12-20 08:14:02.811021,72b87852-c58e-48f9-9c05-d048c4243fd3,smart_meter,mMTC,"power,frequency",2.150517113952248,70.92474171201778,standard,False,sim_based,none,dedicated_slice,37.263819676286374,38.23318777916933,32.77995632594649,False,False,False,False,False
